"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"High income","HIC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1473887.5","1433610","1372977.5","1285907.5","1189065","1103555","1021424.5","951623.25","910982.5","905280.25","910535.25","920183.75","931844.25","940425.25","926677.25","892083.75","869539.75","846986","815798.5","792972.75","766612.25","741936.75","719560","716727",
"Hong Kong SAR, China","HKG","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","42557","38011","37548","33966","30472","29294","27175","28536","27386","13892","12674","12880","12398","13530","15235","","","","","","","","","","20531","19025","","","","","10075","8930","3588","5472","2614","847","2452","","","","","","","1972","1536","3631","5936","16313","","","","","",
"Honduras","HND","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","79385","81811","","55883","56012","56208","","64816","","","","","78933","","74475","","","","","","","86877","","","64412","63476","90488","67966","102758","88174","101126","101111","101867","124747","","156148","152741","147671","138833","128759","127136","133049","151757","","",
"Heavily indebted poor countries (HIPC)","HPC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15776","6649","","","","35","","","","","","2073","","","","","","","","","","","","","","",
"Haiti","HTI","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","265766","244272","233930","255028","233626","231625","287403","","","","","","","","","","255525","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55673","29812","437","657","6994","4697","","","","","131","394","930","2700","3813","4683","3359","4880","7038","8611","9993","9395","8456","8092","7848","7102","","",
"IBRD only","IBD","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","2290116","2288942","","2272313","2330718","2103980","","1126115","","","575457","","","","","","","","4067","262041","414811","493337","613616","445933","416203","644224","656786","","","","381252","439161","399841","474011","478423","236256","","117332","","","","","157299","222446","","360524","427793","667448","","","","","",
"IDA only","IDX","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","10552260","","","","","","","","","","","","","","","","","","","6510760","","","","","","","","","","6301261","3036169","4479528","4207649","","","","","","1388611","897434","1407921","550673","","","","3294559","4380744.5","4453746","5009873","2868354.5","1627908.125","","815165.0625",
"Not classified","INX","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","12337","13000","12321","14624","16013","16671","17509","18534","20255","21198","22220","22287","22009","","","22546","23341","21986","21107","19697","18832","17668","16209","15065","14406","15012","","","228","","778","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","204114","241899","258690","263490","246203","264130","","","","","","","","28697","","419388","464349","","","","","","","","","","","","","","","","37390","9754","","22003","75606","","","",
"Iraq","IRQ","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","178018","177524","177128","167805","189265","86173","86512","86722","6867","10934","58178","","123724","","122590","96920","70618","61430","54957","","","","254668","","","381584","","","169227","230175","","","195175","215648","","","134623","","","","","","","","","","","","","","","","",
"Iceland","ISL","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","","24","146","119","132","24","","80","35","48","14","50","213","233","235","174","180","166","176","174","227","187","186","166","221","239","255","","",
"Israel","ISR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10218","14237","13793","16383","15733","17312","17856","17046","18041","8773","8005","7413","7302","7821","10304","11290","12549","15633","17006","19632","21005","20069","","",
"Italy","ITA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","72572","","","9754","","","","","","18624","","","","","","","","","","","","","","","","","","","","","","","","","","","3513","13226","17917","21489","23539","22105","20378","20536","18761","20490","","",
"Jamaica","JAM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","7764","10139","","6937","7822","6741","","3799","6353","8535","10177","7129","15252","11224","11512","13552","","18010","","","","","","23945","20492","19740","21098","22257","16596","17015","","","","","","","","","","","","","","","17978","19824","10459","",
"Jordan","JOR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","18012","10013","3626","","","","","","1963","5530","5311","15471","19791","25425","","","","","","","","","","","","","","40227","42520","","47575","50505","54380","56546","59658","97431","90047","","74204","69853","68804","49644","","","","","","","","","","",
"Japan","JPN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","2464","66296","","80212","55179","5686","","","89653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21625","","","","","","1820","9654","16113","17415","18486","11206","6343","9792","13732","17735","25875","19404","18923","15439","65028","72465","74558","37888",
"Kenya","KEN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","995964","956742","744360","721218","394981","429115","410177","436342","111087","274145","205123","","","649602","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17552","","","18981","24749","21158","18771","18702","7345","12729","10664","9655","8077","9197","7455","8433","5815","2966","1322","2026","2310","3484","1127","3615","11168","14940","17339","1014",
"Cambodia","KHM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88118","74886","43179","","","","","","","","","","","42573","","","","62839","70854","65844","68715","58656","52630","62274","90163","144927","",
"Kiribati","KIR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","332","","160","","158","207","113","205","325","","156","","","","232","","","","43","","","","","","","","","","","","","","","","","","","","","","","505","","","",
"St. Kitts and Nevis","KNA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","146","182","","","","","","","","","","","","","","","","","","","","","","51","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","229745","176757","171502","155362","144793","127924","177204","199048","163570","123019","91248","41655","3005","17256","21556","58789","72545","110331","103449","74086","56618","15131","","","","","9461","","","62037","55035","52198","32299","35801","19505","16145","7655","","23944","","15256","17643","32742","40484","1956","9913","25692","26049","12418","18502","18877","13453","",
"Kuwait","KWT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","21412","22537","22261","22501","22984","23422","22539","15749","17228","21423","22959","22880","24786","29138","33103","36938","45214","46233","","","","34186","","20462","","18368","19969","9734","8939","7659","5612","1865","","","3291","","","","","","","3268","7276","10511","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124802","112568","102964","","104574","98607","86950","86633","84210","86617","78102","63194","59997","55594","52408","47380","43208","38436","20319","20780","20803","13532","11458","15778","16424","20435","21278","19680","20102","20041","29190","",
"Lebanon","LBN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","8588","","","","","","","","","","","","","","","","","","","","","","","105072","74713","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99918","","","","","","","","","174833","","","196000","","","36963","","78041","104146","","","138334","","","",
"Libya","LBY","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","34447","29512","28894","27186","24361","12434","6567","4835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","1192","1157","229","420","","","","","","1933","","","","","","","","","","809","545","","","377","646","419","416","487","434","566","709","700","515","707","558","611","684","651","595","629","435","","",
"Latin America & Caribbean","LCN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12455750","12186025","11965600","11785850","11643300","11425900","11246850","11029750","10832050","10676750","10682075","10729100","10774700","10872000","10988325","11126425","11297225","11534625","11852500","12170425","12440450","12711925","13280975","13470525",
"Liechtenstein","LIE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","","","","","","","","",
"Sri Lanka","LKA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18237","17932","22469","58129","35120","36784","42777","51667","71482","59220","61319","65195","59465","56658","32611","25331","23953","26997","32557","26257","37419","","",
"Lower middle income","LMC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40158152","37885276","36006600","34653276","33750752","32879500","31788024","30520024","29022400","27884600","26450876","25018500","24032550","23463524","22870876","22290424","21673176","21010950","20279676","19487576","18717350","18256900","17899524","17754624",
"Low & middle income","LMY","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","53740","","58410","57911","51029","","51007","50552","58347","59293","60489","61722","59010","62419","64655","64699","66881","64793","64084","65657","67690","66403","66384","70527","69365","71624","72480","","83520","87140","47425","43729","38674","34830","35225","33035","29360","31914","29779","30382","27402","25078","23731","22417","23624","23639","22439","19002","","","","","44681","48765",
"Late-demographic dividend","LTE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2257","","","","","42","","","","","","","","","","","","","","","","","","136","","",
"Luxembourg","LUX","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","1468","1727","1353","1579","1599","1574","1560","","","2731","2032","2115","2171","","2254","2790","2271","","","","","","","","","","","671","1010","590","515","823","792","514","522","614","659","","846","1055","421","600","580","550","580","709","424","268","320","320","","",
"Latvia","LVA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","523","529","461","927","1222","1341","1424","1293","1187","981","949","1005","994","1104","",
"Macao SAR, China","MAC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2488","","4182","","","","","","","2798","2456","2948","2073","2054","1804","1966","2240","1843","1547","1446","1276","956","1227","1057","808","875","550","","625","1361","2138","2866","4222","",
"St. Martin (French part)","MAF","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","560023","539202","490877","458615","441596","422415","408349","433029","418762","391295","424014","462221","507273","548412","601260","604447","736351","735113","693918","643594","583100","528961","498442","552521","315438","278212","248838","223425","196576","204996","200130","189607","187248","198498","232822","160880","130547","138376","109892","122434","","118433","93279","64709","42275","","","","",
"Monaco","MCO","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8873","3993","4415","731","1564","4311","6991","7035","6226","6224","6466","5847","6067","6010","","","","","","","","","","",
"Madagascar","MDG","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","192244","","","","","","","","","","","","","","","","","291671","310628","","","","","478615","452530","","","433572","432959","439492","451943","347193","","","","","","","","","","","","","","","","149406","105046","","","",
"Maldives","MDV","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1888","","1400","1219","","1145","","","","","","1922","","1865","1637","1743","2038","1574","","1664","1657","1474","1268","1080","","","",
"Middle East & North Africa","MEA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","916310","","","","","","","","","","","","","","","","","","","","","","","","","","57830","81091","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1081","","","","","","","","","","","","","321","229","","","","172","143","127","",
"Middle income","MIC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3980","3116","","","2280","3645","4431","5371","6871","6467","9576","8874","6979","","7043","6445","4572","2254","","2568","2745","5364","4909","5359","5805","",
"Mali","MLI","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","349829","","","","","","","","","","","","","","","","","","","","","","","","","","","","481327","","","438144","443783","473463","409871","411961","405910","","355155","365684","379383","435469","","536271","600028","594094","536900","704537","","","","","",
"Malta","MLT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","1131","376","601","616","662","431","694","544","687","1041","1356","1632","1589","1428","824","833","737","859","736","552","367","310","351","589","449","474","495","","","","","","","","","","","","","","","","","","","","120","41","249","460","719","1047","",
"Myanmar","MMR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","682568","","535019","766645","","","","663415","","","","","","","","","","","","","","","","","","","","","","217252","198197","256970","192213","194950","174876","141000","","87235","77500","70664","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","594","","228","604","937","880","","","","337","","","46","376","306","","","42","280","","",
"Mongolia","MNG","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20728","16957","22285","17460","14712","12650","10676","10240","15833","6310","10716","5690","5314","2530","2954","1823","2451","3951","5887","6636","6707","5740","7236","5785","7751","10161","11556","11786","",
"Northern Mariana Islands","MNP","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","350724","","","","","","386104","","430210","439101","320912","","315405","319092","425811","","416220","","410172","438897","452218","464520","490992","","","684393","647513","606740","545703","663284","","442830","358079","292696","187272","118658","102603","70685","124060","111766","75677","56795","19836","78356","137097","48876","","","","","",
"Mauritania","MRT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95967","85363","82438","","82981","88401","92609","89065","96537","93106","79554","84721","77497","74898","83433","81256","79863","82018","91948","89786","90461","","115725","107178","102921","121633","","","","",
"Mauritius","MUS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","11446","11793","12068","11704","11160","7001","6689","6936","5541","4284","1736","1986","3076","2608","6270","5855","6335","6385","7346","8798","","6516","5855","5744","4917","4399","1274","","","","","","","497","930","1497","1546","2042","1972","1789","3268","2318","1442","1110","","677","556","685","222","1710","","",
"Malawi","MWI","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24838","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","46283","48759","32713","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39112","94354","107930","76621","65545","127672","105213","86548","100645","86549","86564","69763","59244","67918","80944","71721","62666","48669","70119","61344","73212","85302","",
"North America","NAC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20534","20262","","13024","","","","","","15803","19935","20873","21436","20447","20473","23480","20595","22091","16169","14749","12525","10620","","4812","395","","","","","","","","","","",
"New Caledonia","NCL","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","1063","800","814","1533","1546","1476","658","327","538","476","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","371661","378059","","","","","","","","","","","","423984","","","485061","498941","510349","546208","","","","","600023","616749","619517","634521","618243","603480","589842","572635","603902","617995","634970","625561","599309","564293","518178","529923","483414","507022","493033","490981","456672","717213","662156","","759182","796959","896623",
"Nigeria","NGA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2878616","2680516","","","","3076233","3141676","3276269","2652443","3683185","3709492","3919005","","","","","","","","","","","","","",
"Nicaragua","NIC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","97677","","104439","","","","","","","107727","","118683","121442","128432","123007","129943","126817","129205","136094","126368","116860","106909","104609","102265","112128","","","","81660","71684","57381","29173","","17876","14484","28961","30964","27179","","31821","","","","","","","","","","","","","",
"Netherlands","NLD","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","64264","63406","64428","65210","65794","66058","66316","66190","65319","61842","61139","59929","60859","60976","62624","35525","36926","39056","40065","40850","41631","42910","46309","4486","4060","4482","5635","","","","","","","","","","","","","","","","","","","","1529","1913","1276","1587","1748","","",
"Norway","NOR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","3676","3622","3014","3184","","3212","2805","","1646","1525","1077","1518","1696","1638","1791","1975","2030","2964","2837","2231","1965","33159","1762","1323","1693","1418","1573","1790","1831","2038","1944","1125","622","417","601","427","970","472","875","1193","1636","1480","1701","1952","2506","2326","","",
"Nepal","NPL","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","222765","220708","","","","176920","","","","","","","","","","","464919","392457","","","290594","252046","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","","54","","82","","","","269","","131","",
"New Zealand","NZL","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","135","","636","","","","","301","500","","","724","","","","","2659","3108","","1024","","250","476","","","","","","","","","","","","","","","","1322","1726","2205","2467","2561","2809","2145","2793","2884","","",
"OECD members","OED","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","47749","45013","39894","41479","","37612","37068","","36840","37176","38498","34639","37007","38311","38615","44502","46940","48772","49649","49056","44243","42324","40847","39367","39264","37783","36113","27278","26140","23080","19892","","","","","","721","","","3003","2211","3520","6704","8379","5689","2802","4410","17917","20146","21136","",
"Other small states","OSS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3233319","","",
"Panama","PAN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","31613","22226","19631","17491","","16108","17342","","13587","15802","16469","17976","18940","20156","20001","19110","18495","18053","20791","19857","21128","","","","","","","","","12357","9877","6195","867","","","","","","","5300","4235","7846","9745","13680","19268","22702","","28925","","28743","25508","10076","","",
"Peru","PER","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","210104","","","","","","","","","","","119723","","","","","","","","","","","","175366","","271760","","","51735","29473","20326","10331","","29079","","","","","3146","1914","","","","","","","36674","75106","71776","32743","","","","",
"Philippines","PHL","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","296315","","","","","319742","405053","480996","388632","","367198","307510","272720","199800","69264","","","","","","","","272538","589149","","621779","656069","684989","750669","741765","857855","899402","812895","621749","","","","","446232","472876","540690","569635","585771","502733","488853","821274","752911","",
"Palau","PLW","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","","","","","","",
"Papua New Guinea","PNG","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88372","","","","","","","","","","","","","","","","","","","","","","","","","","","64268","","","","","","","",
"Poland","POL","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13964","19967","13538","13898","13052","14062","14576","17472","23724","28701","32488","31396","35091","37680","41683","45772","","","58388","60129","45584","12442","1834","","",
"Pre-demographic dividend","PRE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14833","17306","12715","8695","7091","5164","9138","","6065","","","","","",
"Korea, Dem. People's Rep.","PRK","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","59842","59639","","37360","28225","18143","","18323","16824","","","22743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3088","4399","3989","3194","1213","","","","",
"Paraguay","PRY","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","34187","","64125","","","41761","37818","34691","29776","26162","21078","18117","","17694","17980","16685","17915","14805","9425","4905","","","31530","","17288","","11325","","","","","","","5480","","","","5018","9434","14294","13181","14578","15694","","","","47725","","","","47559","47809","47069","",
"West Bank and Gaza","PSE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19624","14525","16897","14925","15514","16438","21650","25279","28579","25428","23119","20081","20826","15410","17340","13152","13200","11556","6905","9124","11312","13933","19707","25046","",
"Pacific island small states","PSS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","1835","1814","1688","","","","716","1132","","","1394","","1197","1255","","","","","","","","","","","","","","","","","","","","","","","","","","","",
