"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Qatar","QAT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","2102","3548","4577","5353","","6090","5360","4819","4493","3854","3476","2676","2920","2423","2517","2599","2266","2052","1339","699","1272","1496","2487","2056","","","","","","2447","","5846","6623","4025","3464","4308","2685","","","","1889","353","2101","3544","2791","1134","","","1389","1765","","","",
"Romania","ROU","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124335","85548","67462","52286","50044","","","2648","2162","6325","19738","24618","33460","28828","29570","14537","5331","9944","17308","26154","","","14124","48364","49945","44760","39605","10954","46951","","",
"Russian Federation","RUS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184092","324134","","","","","","","","","","","175847","180005","136300","149293","","143607","89246","97457","96412","38209","32386","","","","","","90739","",
"Rwanda","RWA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","154371","161730","173711","","170002","167161","","","","","","","","","","","","","","","","","","","","","251046","","","132517","95572","","","","","","","","","","","","","61414","67744","78274","89590","","99143","","",
"South Asia","SAS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","455823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313621","","","","130628","104745","64407","","","","","45499","60526","40075","",
"Sudan","SDN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","934541","1186352","1193615","1250835","1283650","1311388","1203156","1048939","","","","","",
"Senegal","SEN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","280163","276623","280902","284772","285752","285454","292180","299955","269263","","287269","","318364","","337686","","","","332546","307259","296510","307000","293353","","","254806","291752","291342","279169","270970","279203","292398","298324","305888","292355","315414","316871","327511","","","","386465","382882","432607","456317","",
"Singapore","SGP","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","326","","","693","","",
"Solomon Islands","SLB","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10613","9250","9208","","","","","","","","","","","3353","5218","","","","",
"Sierra Leone","SLE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","158032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41726","","","16023","","","","","","","","",
"El Salvador","SLV","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","104283","","","","","","","","","","","","","","","","","","","","","","","","","","","","114072","","47233","41326","30590","25355","","","","","","","","","","","28552","30537","33721","","","","","","","",
"San Marino","SMR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","26","16","17","","","29","17","32","","","","","","","","","","20","25","","","50","","","","","","","","94","85","","","61","","","","","","","","21","17","","",
"Somalia","SOM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","275562","287373","302967","336642","383179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2148","6241","9691","5134","5093","4552","","","683","955","2059","2268","3276","5402","17317","",
"Sub-Saharan Africa (excluding high income)","SSA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","408730","","","","524456","","","","","","","","",
"Sub-Saharan Africa","SSF","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","170","46","","","","68","","","","","","","","","","","2423","","","557","551","396","270","","1210","1126","1241","1160","791","1063","1320","1303","1314","","438","","","","","","",
"Suriname","SUR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","1839","1010","","","","","","","1761","","3147","3224","2053","","","","","","","","","","","","","","","","4272","4299","5426","4385","4140","4974","5865","5710","5849","6201","5404","5014","6176","5893","5159","4763","6332","","",
"Slovak Republic","SVK","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","602","2663","2776","2969","3309","3992","3675","4261","4926","5221","5887","6238","6585","7318","7288","7998","7090","8631","7397","6024","5183","3503","",
"Slovenia","SVN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2167","1630","1571","705","809","1540","1021","1251","1098","1464","861","769","1556","1292","1200","1198","1254","1193","1206","1160","1042","1476","1393","1044","897","679","1071","833","",
"Sweden","SWE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","15029","","","","","","6100","","","","","3927","3807","3294","2089","1632","","","","","","","","","","892","213","","","","","","","445","1538","6498","1101","2725","4211","2629","1184","","1524","2665","2524","1913","2172","",
"Eswatini","SWZ","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","19550","19993","19435","18350","18419","17813","17828","17591","18165","18394","","17016","17357","19458","19792","19657","21681","22474","23284","25116","24116","24796","24751","26617","26925","25354","28106","","","","","","","","","","","","","16078","9751","2902","8471","11874","9986","10122","9525","11518","9630","9089","","","","",
"Sint Maarten (Dutch part)","SXM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","857","","","","","","","","","","","","","","214","","175","131","","","","","482","229","199","365","158","","","","","","","","","","21","152","217","207","240","170","194","108","",
"Syrian Arab Republic","SYR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","60089","","18437","9453","12109","10067","20853","43380","53811","60339","66220","71913","69877","57457","48662","38283","7579","6623","1783","728","","","","","","1930","12561","","","","","","","","","","","","","","","","426247","","","","","","","555243","534818","436379","333602",
"Turks and Caicos Islands","TCA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141","","115","58","","58","225","157","115","","","","","","","","","110","47","","","","","","","","",
"Chad","TCD","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","208299","","219569","","","","","","","","","","","242079","","","","","","","","","281861","258896","269717","280428","285275","260733","260258","","","","","","","","306910","","128093","","147226","249834","339169","274778","299709","","289316","300130","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","60386","62361","","","","","","38446","38548","40535","","52110","64713","84555","93060","110840","79446","80836","81415","81426","76782","","","75136","51106","25787","42581","","","","16049","1093","18840","10247","17160","6427","31107","28066","","","","","","28901","19922","36455","37505","31382","30848","3500","","","",
"Thailand","THA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","850115","854717","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75281","44254","65763","41458","","33433",
"Tajikistan","TJK","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2338","9114","20232","26797","30163","32192","28930","23612","13241","","","","","","",
"Turkmenistan","TKM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11301","7257","6683","4697","7355","7802","9267","9504","9613","7305","7937","8625","7842","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","855","616","206","","1018","621","","","261","","","","989","2017","850","1046","943","","","","1014","","","958","","","","","879","507","","","","","48","211","38","","","","","","187","369","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","9300","8366","8126","7782","7106","5421","5518","8922","13778","16353","12641","10995","12159","12645","13007","15776","14988","15033","15883","17984","15674","14951","15272","","","13648","13904","","4235","2417","2697","7107","5932","4533","6853","","2520","7080","6100","6323","","","","","","","","","","","","","",
"Tunisia","TUN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","34265","","","","58120","","","68692","67086","60403","60442","60278","55189","49841","52813","49051","42557","41367","37465","42780","39641","41304","41653","42631","41167","44080","48733","","45227","41184","37808","26158","24150","23845","31018","25944","24438","18483","14678","10249","13349","","","","","","","","","","10448","13923","",
"Turkiye","TUR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","483962","","","","","","","","","","","","","","","","","","","","188607","237640","","249479","","","","","","","","","","","","","","","","","8934","37939","52329","23713","","","","","","",
"Tuvalu","TUV","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","84","","19","",
"Tanzania","TZA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","584073","723118","795519","","1011096","1094518","1159425","1240857","1258977","1292295","1320948","1325318","1357327","1478573","1575089","1579683","1510495","1560982","1565703","1489264","1352399","837346","540779","401933","251915","71470","","41804","","320727","","587151","748382","897932","1061546","951358","992106","1149915","1034894","1045436","986684","","",
"Uganda","UGA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","807615","","800186","805590","","","","626989","","","","","","","","","","","","","","","","","","","","","","","222522","350687","242280","251048","205179","267980","561417","509502","529892","","","","","","",
"Ukraine","UKR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16408","81786","76081","67742","64771","61051","62053","66280","67189","75107","87905","98199","108651","149916","157214","161828","167700","161934","160632","155113","","",
"Upper middle income","UMC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5152382.5","5007927.5","4920780","4862237.5","5458587.5","5124710","4750187.5","4405702.5","4142612.5","3825240","3718082.5","3577037.5","3511112.5","3521245","3602040","3694395","3716777.5","3773562.5","3875075","4001450","4147352.5","4248957.5","4386512.5","4425595",
"Uruguay","URY","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","23391","","","","","","","12299","9604","9110","10538","10656","11527","10299","","","","","","","","297","3807","8198","5274","4194","2935","1686","1926","502","6874","820","","","","","","","","",
"United States","USA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104076","","","","","","","","334205","","214356","36772","","64864","123016","245238","500796","517634","",
"Uzbekistan","UZB","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60460","40937","47436","48171","49255","47260","40699","22263","4891","","","","","5851","21092","48304","54189",
"St. Vincent and the Grenadines","VCT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","1044","","963","","","","","","","","405","","","","","","361","","347","479","456","488","","57","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209448","171511","140955","80894","110769","107936","124302","123311","101196","142831","114868","105874","104884","84612","93674","127109","134163","185780","225682","","","","","","",
"British Virgin Islands","VGB","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","131","113","53","","","","","12","","","","","","","","","","189","","","","","105","136","","","","","","29","","","683","618","","161","559","","","","",
"Virgin Islands (U.S.)","VIR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","1564","","","","","","","","3305","","","","","","","","","","1825","1501","1374","1238","1284","1505","735","","","","","","","","","","1088","","","","1415","1938","1280","2182","",
"World","WLD","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","986","","","","1394","1689","1192","557","","","","","","1201","","838","283","776","975","","294","","","","","426","997","","","",
"Kosovo","XKX","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","613520","","","","421228","379953","372391","","","459937","","366720","","334422","344773","","","474511","","","","","","","",
"South Africa","ZAF","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","677546","","","","","","","","","","","","","","","","","","","","","557475","","","738758","796191","","","852226","851435","891009","834572","756314","668040","591426","533465","","","","","","","","","","","","250667","354967","377824","443577","464406","","",
"Zambia","ZMB","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","77473","","","","84105","89771","101368","109375","113386","115876","117855","108686","101665","","97287","","114369","","","","","","187890","212521","","","258612","277712","291914","306425","282085","","163318","80186","109881","67889","","108375","144129","94841","83777","122756","","","","255352","","","","","","",
"Zimbabwe","ZWE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114574","67332","43165","6619","37685","55378","","","","","","","","","52896","67086","68996","187189","171670","209582","208754","213202","198320","","","",
